IADOS;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad
8/2/2023;IA3-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO III;3;18:40-20:10;Lu-Mie-Vie;101;84;EN LINEA
8/2/2023;DSI-I;Fac_InCa;INFORMATICA;DESARROLLO DE SISTEMAS DE INFORMACIÓN PARA BASES DE DATOS;1;18:40-20:10;Lu-Mie;3;2;EN LINEA
8/2/2023;IA1-H    ;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO I;2;18:40-20:10;Lu-Mie-Vie;58;50;EN LINEA
8/2/2023;PPT2-H   ;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA II;2;18:40-20:10;Lu-Mie;109;92;EN LINEA
8/2/2023;SICAI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO V (SISTEMA DE CONTROL ADMINISTRATIVO);1;18:40-20:10;Lu-Mie-Vie;16;14;EN LINEA
8/2/2023;LOJU-D   ;Fac_Der;DERECHO;LÓGICA JURÍDICA;2;18:40-20:10;Lu-Mie;56;48;EN LINEA
8/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;12;18:40-20:10;Lu-Mie;74;44;EN LINEA
8/2/2023;CDC1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS I;4;18:40-20:10;Lu-Mie;107;81;EN LINEA
8/2/2023;PSP1-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DE LA PERSONALIDAD;2;18:40-20:10;Lu-Mie;126;99;EN LINEA
8/2/2023;EDPRO-H  ;Fac_CiSo;COMUNICACIONES;EDITORIAL Y PROPAGANDA;1;18:40-20:10;Lu-Mie;83;70;EN LINEA
8/2/2023;PSCC-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DE LA COMUNICACIÓN;1;18:40-20:10;Lu-Mie;27;25;EN LINEA
8/2/2023;INGC4-I ;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES IV;1;18:40-20:10;Lu-Mie-Vie;6;5;EN LINEA
8/2/2023;TPR1-N   ;Fac_InCa;INFORMATICA;TÉCNICAS DE PROGRAMACIÓN I;1;18:40-20:10;Lu-Mie;41;31;EN LINEA
8/2/2023;INT6-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO VI;1;18:05-19:35;Lu-Mie-Vie;14;11;EN LINEA
8/2/2023;INT8-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO VIII;1;18:05-19:35;Lu-Mie-Vie;5;3;EN LINEA
8/2/2023;INT4-I   ;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS IV;1;18:05-19:35;Lu-Mie-Vie;10;8;EN LINEA
8/2/2023;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;4;18:40-20:10;Lu-Mie;51;48;EN LINEA
8/2/2023;CDLA-E   ;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;8;18:40-20:10;Lu-Mie;63;50;EN LINEA
9/2/2023;CAL3-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;1;06:30-08:00;Ma-Jue;39;28;EN LINEA
9/2/2023;ARAR2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS II;1;08:00-09:30;Ma-Jue;64;59;PRESENCIAL
9/2/2023;TER1-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES I;1;06:30-08:00;Ma-Jue;22;17;EN LINEA
9/2/2023;ESTP-E   ;Fac_CiEmp;NEGOCIOS;ESTRATEGIA DEL PRODUCTO;1;06:30-08:00;Ma-Jue;42;38;EN LINEA
9/2/2023;PSOI-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL I;1;06:30-08:00;Ma-Jue;39;31;EN LINEA
9/2/2023;DIBA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DIBUJO APLICADO;2;06:30-08:00;Ma-Jue;26;23;EN LINEA
9/2/2023;DIMA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE MARKETING;1;06:30-08:00;Ma-Jue;45;36;EN LINEA
9/2/2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;1;06:30-08:00;Ma-Jue;69;45;EN LINEA
9/2/2023;GSAC-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE SERVICIO AL CLIENTE;1;06:30-08:00;Ma-Jue;66;44;EN LINEA
9/2/2023;FIS1-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;1;06:30-08:00;Ma-Jue;27;20;PRESENCIAL
9/2/2023;DEME-D   ;Fac_Der;DERECHO;DERECHO MERCANTIL;1;06:30-08:00;Ma-Jue;72;54;EN LINEA
9/2/2023;ADEF-E   ;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE ESTADOS FINANCIEROS;2;06:30-08:00;Ma-Jue;95;77;EN LINEA
9/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;3;06:30-08:00;Ma-Jue;63;48;PRESENCIAL
9/2/2023;GEHT-I   ;Fac_CiSo;IDIOMAS;GESTIÓN HOTELERA Y TURISMO;1;06:30-08:00;Ma-Jue;55;52;EN LINEA
9/2/2023;REP1-H   ;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS I;1;06:30-08:00;Ma-Jue;54;40;EN LINEA
9/2/2023;MEPU-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;MEDIOS PUBLICITARIOS GRÁFICOS;1;06:30-08:00;Ma-Jue;38;36;EN LINEA
9/2/2023;PROG1-I  ;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;1;06:30-08:00;Ma-Jue;62;51;EN LINEA
9/2/2023;COA2-I   ;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA II;1;06:30-08:00;Ma-Jue;43;42;EN LINEA
9/2/2023;PLAE-E   ;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ESTRATÉGICA;1;06:30-08:00;Ma-Jue;40;36;EN LINEA
9/2/2023;ALG1-E   ;Fac_InCa;INFORMATICA;ALGORITMOS I;6;06:30-08:00;Ma-Jue;44;38;PRESENCIAL
9/2/2023;ING2-H   ;Fac_CiSo;IDIOMAS;INGLÉS II;2;06:30-08:00;Ma-Jue;25;20;PRESENCIAL
9/2/2023;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;2;06:30-08:00;Ma-Jue;36;33;PRESENCIAL
9/2/2023;PSF1-H   ;Fac_CiSo;PSICOLOGIA;PSICOFISIOLOGÍA;1;06:30-08:00;Ma-Jue;56;45;EN LINEA
9/2/2023;PSIG-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;1;06:30-08:00;Ma-Jue;80;68;PRESENCIAL
9/2/2023;FILJ-D   ;Fac_Der;DERECHO;FILOSOFÍA JURÍDICA;1;06:30-08:00;Ma-Jue;92;60;EN LINEA
9/2/2023;DPWEB-I  ;Fac_InCa;INFORMATICA;DESARROLLO DE LA PLATAFORMA WEB;1;06:30-08:00;Ma-Jue;101;91;EN LINEA
9/2/2023;ALG1-E   ;Fac_InCa;INFORMATICA;ALGORITMOS I;1;06:30-08:00;Ma-Jue;88;82;PRESENCIAL
9/2/2023;DIIN-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO INFOGRÁFICO;1;06:30-08:00;Ma-Jue;51;39;EN LINEA
9/2/2023;COI1-H   ;Fac_CiSo;IDIOMAS;COMPOSICIÓN INGLESA I;2;06:30-08:00;Ma-Jue;72;69;EN LINEA
9/2/2023;SICA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SISTEMA DE CONTROL ADMINISTRATIVO;1;06:30-08:00;Ma-Jue;62;54;EN LINEA
9/2/2023;PRAC2-E  ;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL II;1;06:30-08:00;Ma-Jue;51;41;EN LINEA
9/2/2023;CRPU-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CREATIVIDAD PUBLICITARIA;1;06:30-08:00;Ma-Jue;36;28;EN LINEA
9/2/2023;MODEI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO II (MODELOS DE DECISIÓN);1;06:30-08:00;Ma-Jue-Sab;5;4;EN LINEA
9/2/2023;MAT2-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;2;06:30-08:00;Ma-Jue;17;15;PRESENCIAL
9/2/2023;TTI-H    ;Fac_CiSo;IDIOMAS;TÉCNICAS DE TRADUCCIONES E INTERPRETACIÓN;1;06:30-08:00;Ma-Jue;66;49;EN LINEA
9/2/2023;ECOE-B;Fac_CiEmp;NEGOCIOS;ECONOMÍA EMPRESARIAL;1;06:30-08:00;Ma-Jue;27;23;EN LINEA
9/2/2023;DPCM1-D;Fac_Der;DERECHO;DERECHO PROCESAL CIVIL Y MERCANTIL I;1;06:30-08:00;Ma-Jue;75;63;EN LINEA
9/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;3;06:30-08:00;Ma-Jue;56;51;PRESENCIAL
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;2;06:30-08:00;Ma-Jue;86;84;PRESENCIAL
9/2/2023;ADM2-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN II;2;06:30-08:00;Ma-Jue;58;49;EN LINEA
9/2/2023;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;1;06:30-08:00;Ma-Jue;15;15;PRESENCIAL
9/2/2023;DISW-I   ;Fac_InCa;INFORMATICA;DISEÑO DE SITIOS WEB;1;06:30-08:00;Ma-Jue;26;17;EN LINEA
9/2/2023;DCO2-D   ;Fac_Der;DERECHO;DERECHO CONSTITUCIONAL II / PROCEDIMIENTOS CONSTITUCIONALES;1;06:30-08:00;Ma-Jue;79;58;EN LINEA
9/2/2023;FEPP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;06:30-08:00;Ma-Jue;43;34;EN LINEA
9/2/2023;PROG5-I  ;Fac_InCa;INFORMATICA;PROGRAMACIÓN V;1;06:30-08:00;Ma-Jue;27;24;EN LINEA
9/2/2023;DIBP-H   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO PUBLICITARIO;1;06:30-08:00;Ma-Jue;96;75;EN LINEA
9/2/2023;CDLA-E   ;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;2;06:30-08:00;Ma-Jue;96;74;EN LINEA
9/2/2023;GRIP2-I;Fac_CiSo;IDIOMAS;GRAMÁTICA INGLESA PRAGMÁTICA II;1;06:30-08:00;Ma-Jue;66;49;EN LINEA
9/2/2023;INF1I-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INFORMÁTICA;1;06:30-08:00;Ma-Jue;23;19;EN LINEA
9/2/2023;FEPS-I   ;Fac_InCa;INFORMATICA;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;06:30-08:00;Ma-Jue;62;42;EN LINEA
9/2/2023;PSFO-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA FORENSE;1;06:30-08:00;Ma-Jue;95;70;EN LINEA
9/2/2023;SIOP-N   ;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;1;06:30-08:00;Ma-Jue;28;25;EN LINEA
9/2/2023;SIPRI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO IV (SISTEMAS INTEGRADOS ADMINISTRATIVOS);1;06:30-08:00;Ma-Jue-Sab;4;2;EN LINEA
9/2/2023;ORTI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;1;06:30-08:00;Ma-Jue;84;75;PRESENCIAL
9/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;4;06:30-08:00;Ma-Jue;55;46;EN LINEA
9/2/2023;DEME-D   ;Fac_Der;DERECHO;DERECHO MERCANTIL;5;06:30-08:00;Ma-Jue;29;25;EN LINEA
9/2/2023;MESE-E   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA DE SERVICIOS;1;06:30-08:00;Ma-Jue;52;48;EN LINEA
9/2/2023;GCYA-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO VII (GESTIÓN DE COMPRAS Y ABASTECIMIENTO);1;06:30-08:00;Ma-Jue-Sab;13;5;EN LINEA
9/2/2023;CREA-E   ;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;1;06:30-08:00;Ma-Jue;105;84;EN LINEA
9/2/2023;PSICO-H  ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA COMUNITARIA;1;06:30-08:00;Ma-Jue;69;53;EN LINEA
9/2/2023;DEIN-H   ;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;2;06:30-08:00;Ma-Jue;39;30;EN LINEA
9/2/2023;DPCM3-D;Fac_Der;DERECHO;DERECHO PROCESAL CIVIL Y MERCANTIL III;1;06:30-08:00;Ma-Jue;49;44;EN LINEA
9/2/2023;ETI1I-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO VI (ADMINISTRACIÓN DE INVENTARIO);1;06:30-08:00;Ma-Jue-Sab;8;3;EN LINEA
9/2/2023;MAT2-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;1;06:30-08:00;Ma-Jue;19;17;PRESENCIAL
9/2/2023;FIS3-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;1;06:30-08:00;Ma-Jue;52;29;EN LINEA
9/2/2023;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;4;08:00-09:30;Ma-Jue;73;64;PRESENCIAL
9/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;7;08:00-09:30;Ma-Jue;66;45;EN LINEA
9/2/2023;MAT3-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA III;2;08:00-09:30;Ma-Jue;57;49;PRESENCIAL
9/2/2023;COA1-I   ;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;2;08:00-09:30;Ma-Jue;54;44;PRESENCIAL
9/2/2023;PSD-I;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO;2;08:00-09:30;Ma-Jue;79;71;EN LINEA
9/2/2023;EXGR-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;EXPRESIÓN GRÁFICA;2;08:00-09:30;Ma-Jue;78;72;PRESENCIAL
9/2/2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;10;08:00-09:30;Ma-Jue;88;75;PRESENCIAL
9/2/2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;89;87;PRESENCIAL
9/2/2023;PEST-H   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;PSICO-ESTADÍSTICA;1;08:00-09:30;Ma-Jue;42;38;PRESENCIAL
9/2/2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;95;93;PRESENCIAL
9/2/2023;PPT2-H   ;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA II;1;08:00-09:30;Ma-Jue;54;52;PRESENCIAL
9/2/2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;1;08:00-09:30;Ma-Jue;89;70;PRESENCIAL
9/2/2023;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;5;08:00-09:30;Ma-Jue;81;66;PRESENCIAL
9/2/2023;COF1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;2;08:00-09:30;Ma-Jue;39;31;EN LINEA
9/2/2023;TER1-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES I;2;08:00-09:30;Ma-Jue;29;26;PRESENCIAL
9/2/2023;DEM2N-D  ;Fac_Der;DERECHO;DERECHO MERCANTIL II;1;06:30-08:00;Ma-Jue;87;60;EN LINEA
9/2/2023;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;2;08:00-09:30;Ma-Jue;50;45;EN LINEA
9/2/2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;11;08:00-09:30;Ma-Jue;69;65;PRESENCIAL
9/2/2023;PSEM-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;2;08:00-09:30;Ma-Jue;37;35;PRESENCIAL
9/2/2023;MAT2-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;3;08:00-09:30;Ma-Jue;46;45;PRESENCIAL
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;16;08:00-09:30;Ma-Jue;89;85;PRESENCIAL
9/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;6;08:00-09:30;Ma-Jue;87;80;PRESENCIAL
9/2/2023;ORTI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;4;08:00-09:30;Ma-Jue;89;83;PRESENCIAL
9/2/2023;MATE-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;08:00-09:30;Ma-Jue;36;32;PRESENCIAL
9/2/2023;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;2;06:30-08:00;Ma-Jue;41;40;PRESENCIAL
9/2/2023;LCI2-H   ;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS II;1;08:00-09:30;Ma-Jue;70;62;EN LINEA
9/2/2023;NECL-P;Fac_CiSo;PSICOLOGIA;NEUROPSICOLOGÍA CLÍNICA;2;09:45-11:15;Ma-Jue;25;17;PRESENCIAL
9/2/2023;OCOM-I   ;Fac_InCa;INFORMATICA;ORGANIZACIÓN DE LAS COMPUTADORAS;2;09:45-11:15;Ma-Jue;25;22;PRESENCIAL
9/2/2023;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;2;09:45-11:15;Ma-Jue;50;47;PRESENCIAL
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;21;09:30-11:00;Ma-Jue;51;35;EN LINEA
9/2/2023;BAS2-I   ;Fac_InCa;INFORMATICA;BASE DE DATOS II;2;09:45-11:15;Ma-Jue;89;87;PRESENCIAL
9/2/2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;3;09:45-11:15;Ma-Jue;87;83;PRESENCIAL
9/2/2023;PSEX-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EXPERIMENTAL;1;09:45-11:15;Ma-Jue;57;56;PRESENCIAL
9/2/2023;TCOM-H   ;Fac_CiSo;COMUNICACIONES;TEORÍA DE LA COMUNICACIÓN;1;06:30-08:00;Ma-Jue;44;37;PRESENCIAL
9/2/2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;9;09:45-11:15;Ma-Jue;87;73;PRESENCIAL
9/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;8;09:45-11:15;Ma-Jue;92;89;PRESENCIAL
9/2/2023;DII1-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES I;1;09:45-11:15;Ma-Jue;51;48;PRESENCIAL
9/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;16;09:45-11:15;Ma-Jue;67;56;PRESENCIAL
9/2/2023;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;4;09:45-11:15;Ma-Jue;89;82;PRESENCIAL
9/2/2023;PSD1-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO I;1;09:45-11:15;Ma-Jue;47;45;PRESENCIAL
9/2/2023;SIOP-T   ;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;2;09:45-11:15;Ma-Jue;26;23;PRESENCIAL
9/2/2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;2;09:45-11:15;Ma-Jue;78;66;PRESENCIAL
9/2/2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;5;09:45-11:15;Ma-Jue;44;42;PRESENCIAL
9/2/2023;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;6;09:45-11:15;Ma-Jue;41;31;PRESENCIAL
9/2/2023;ADM1-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN I;4;09:45-11:15;Ma-Jue;81;75;PRESENCIAL
9/2/2023;CDC1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS I;3;09:45-11:15;Ma-Jue;25;21;PRESENCIAL
9/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;18;09:45-11:15;Ma-Jue;43;40;PRESENCIAL
9/2/2023;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;9;09:45-11:15;Ma-Jue;89;83;PRESENCIAL
9/2/2023;TEEV-H   ;Fac_CiSo;IDIOMAS;TÉCNICAS DE EVALUACIÓN;1;09:45-11:15;Ma-Jue;57;57;PRESENCIAL
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;18;08:00-09:30;Ma-Jue;88;73;PRESENCIAL
9/2/2023;GRAS-H   ;Fac_CiSo;IDIOMAS;GRAMÁTICA SUPERIOR;1;09:45-11:15;Ma-Jue;52;46;PRESENCIAL
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;4;08:00-09:30;Ma-Jue;87;83;PRESENCIAL
9/2/2023;ING2-H   ;Fac_CiSo;IDIOMAS;INGLÉS II;3;08:00-09:30;Ma-Jue;54;45;PRESENCIAL
9/2/2023;DEM1N-D  ;Fac_Der;DERECHO;DERECHO MERCANTIL I;1;17:00-18:30;Ma-Jue;127;80;EN LINEA
9/2/2023;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;17:00-18:30;Ma-Jue;129;105;EN LINEA
9/2/2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;3;17:00-18:30;Ma-Jue;99;94;EN LINEA
9/2/2023;EI-I     ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA Y PROBABILIDADES;2;17:00-18:30;Ma-Jue;83;63;EN LINEA
9/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;12;17:00-18:30;Ma-Jue;128;106;EN LINEA
9/2/2023;ARIN-A;Fac_CiSo;ANTROPOLOGIA;ARQUEOLOGÍA DEL ÁREA INTERMEDIA;1;16:00-19:00;Jue;6;5;EN LINEA
9/2/2023;PSEM-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;3;17:00-18:30;Ma-Jue;46;36;EN LINEA
9/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;8;17:00-18:30;Ma-Jue;29;24;PRESENCIAL
9/2/2023;MAT2-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;5;17:00-18:30;Ma-Jue;140;103;EN LINEA
9/2/2023;DEREN-D  ;Fac_Der;DERECHO;DERECHO REGISTRAL;1;17:00-18:30;Ma-Jue;59;39;EN LINEA
9/2/2023;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;7;17:00-18:30;Ma-Jue;129;108;EN LINEA
9/2/2023;EMST-T   ;Fac_CiEmp;NEGOCIOS;EMPRESAS DE SERVICIOS TURÍSTICOS;2;17:00-18:30;Ma-Jue;22;20;EN LINEA
9/2/2023;PSO2-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL II;1;17:00-18:30;Ma-Jue;75;66;EN LINEA
9/2/2023;DEME-D   ;Fac_Der;DERECHO;DERECHO MERCANTIL;2;17:00-18:30;Ma-Jue;72;56;EN LINEA
9/2/2023;ADPRO-E  ;Fac_CiEmp;NEGOCIOS;ADMÓN. DE LA PRODUCCIÓN;1;17:00-18:30;Ma-Jue;64;60;EN LINEA
9/2/2023;EBAS-T   ;Fac_InCa;INFORMATICA;ELECTRICIDAD BÁSICA;2;17:00-18:30;Ma-Jue;23;21;EN LINEA
9/2/2023;ETS4-T   ;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS IV;1;17:00-18:30;Ma-Jue;45;35;EN LINEA
9/2/2023;DEL2-D   ;Fac_Der;DERECHO;DERECHO LABORAL II;1;17:00-18:30;Ma-Jue;54;45;EN LINEA
9/2/2023;OCOM-I   ;Fac_InCa;INFORMATICA;ORGANIZACIÓN DE LAS COMPUTADORAS;3;17:00-18:30;Ma-Jue;49;46;EN LINEA
9/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;11;17:00-18:30;Ma-Jue;128;113;EN LINEA
9/2/2023;INME-E   ;Fac_CiEmp;NEGOCIOS;INVESTIGACIÓN DE MERCADO;2;17:00-18:30;Ma-Jue;47;40;EN LINEA
9/2/2023;DIBT-I   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;4;17:00-18:30;Ma-Jue;110;82;EN LINEA
